actual,predicted
2.0,3.812486946621294
4.0,4.419863459875159
4.0,3.474316116805517
3.0,3.688108977236551
3.0,3.1983186177049654
2.0,3.1984985458897444
3.5,3.834928373667988
4.0,4.511074261860062
4.0,3.497129456173509
4.0,3.780749754018763
2.5,3.219111816219528
4.0,3.842118365430959
3.5,3.5724010855913297
4.0,3.2378800354211634
3.0,3.511679488659484
3.5,3.672393535269902
2.0,4.2628366333440395
4.0,2.8625441724113916
4.0,4.171839669155985
4.0,2.5028765279024556
2.0,3.2471821186607497
3.0,3.5241536957981645
5.0,4.456707426317875
5.0,3.711452403166772
1.0,4.376611118994552
3.5,4.1001074364203
4.0,3.7657280261631465
5.0,3.4973223457809928
2.0,3.4819575754704233
4.0,3.039183411149582
3.5,4.031567652109786
4.0,3.9447763412312487
2.5,3.2057977735273924
4.0,3.4115838286147877
4.0,3.7335384683140345
4.5,4.044877550602798
4.0,3.176756700031023
3.5,3.660078424864174
3.5,3.5056716753568997
3.5,3.319422411404871
3.0,3.3801226960430855
4.0,3.7257287141621367
5.0,4.208935142658378
3.0,3.834943491300321
4.0,3.724849376452959
4.0,3.0873508840306365
3.5,3.395318427727331
3.5,2.7778939677548866
4.0,3.8293984444473503
4.0,3.371440057949875
4.5,3.9571627732696704
0.5,2.407867708169574
3.0,2.678867648763976
4.5,4.940455114063986
4.0,3.8334733699198686
4.5,3.6698711651862386
5.0,4.035793866847035
3.0,3.022014156462818
2.0,3.4864309094812675
3.0,3.9659705084244004
4.0,4.090089032750761
5.0,3.3374703260876415
4.0,3.010979738043639
3.5,3.13974234869422
4.0,3.364776174181968
2.0,3.031941977675167
3.5,3.957763917093201
3.5,3.6691632232720433
4.0,3.3842237759076688
4.5,3.730128785641322
3.5,2.6623286786646285
3.0,3.7341481550460776
4.5,3.346292655028473
2.0,2.4200612879715564
5.0,3.4247567742914526
3.0,4.110729042117706
4.0,3.535004210395257
4.0,3.530754607132821
2.5,3.2466067189226315
3.0,2.711661230050742
4.0,4.270335031448636
5.0,3.8203675849793988
3.0,3.319381557700366
5.0,3.9474106406943386
4.0,3.926388682166199
4.5,4.090100575455171
5.0,4.496171263671132
4.0,3.384392908326401
3.0,3.6712469786359225
3.0,2.942620913221236
2.5,3.3421600305704064
4.5,4.0993787301059434
5.0,4.08171274914254
3.0,4.664275225179096
5.0,4.228666612162942
5.0,4.545947094723429
1.0,2.9813944472256764
5.0,4.534711340707298
5.0,4.585159705138164
4.0,3.5468205271863433
4.0,3.6457583048310513
4.0,3.617282461094165
2.5,3.638795072638608
5.0,4.465673512258869
4.0,3.7021922736527273
4.0,3.8300587231415193
2.0,2.811277565468649
2.0,3.3429146306635116
3.5,3.6676994422791163
4.0,3.7106368509803582
3.5,3.753930434339587
4.5,3.8854489519196673
3.0,2.619351012383974
3.0,3.1724747920853877
3.0,3.074647238182222
3.5,3.5474085250686462
3.0,2.855561293609707
3.0,2.8973903775114187
4.0,4.570272307419812
4.5,4.018687369029449
3.5,4.3851369277466965
3.5,3.2868883651493443
3.0,3.2860757983246747
2.5,3.148580435013112
5.0,3.9977237293681744
3.5,3.231794121874621
2.0,3.3000153785589745
3.5,3.5233217841378632
1.0,2.3216004470285205
2.0,3.0693146142649717
3.0,2.8439326169938672
4.0,3.9245202508023382
5.0,4.1974949233973815
4.0,4.0824622413410205
4.0,3.979533940900492
2.5,3.478877347781884
2.0,3.259390582246717
4.5,3.8620082281915415
3.0,3.1735045241680324
4.0,3.9487854043030572
3.0,3.3802446550978544
4.0,3.948308455796843
2.5,4.17634628513068
2.0,3.386685676464161
3.5,4.6384545941892235
3.0,3.600652876170283
3.0,2.910365340230186
3.5,3.48775921380969
4.0,3.7948653422917538
2.0,2.663941500243995
3.5,3.3123904941700366
4.5,3.925720449094208
3.5,3.645793834650398
3.5,4.241624439785214
4.0,3.714074493284801
2.5,3.2121794769695162
3.5,3.8826522833158297
3.0,3.4179961031779227
3.5,3.7689214112456155
4.0,3.5693560824501613
3.5,3.5845977873780153
5.0,4.079110573846628
5.0,3.5425430252161516
4.0,4.259438173000139
4.0,3.114136972881998
4.0,3.842882881206135
2.5,3.473016135925412
2.0,2.8303182419027526
3.5,3.5757158746883677
5.0,3.6734912586938564
1.5,1.7465702680793482
4.0,3.949598715837888
4.5,3.7745580082482504
2.5,2.636214777458172
2.5,2.8395981160407
5.0,4.177683754068586
4.0,4.459101835164951
2.0,2.8179776617476535
4.0,3.818805034653368
3.5,3.895362408801385
4.5,4.3049911292426035
0.5,3.2153639890805636
1.0,2.6850789570905857
3.0,2.518674612537907
5.0,4.073221817320741
4.0,3.2673817219334205
3.0,2.6706264786077814
4.0,4.5857290111314155
1.0,2.6222585566496606
1.0,3.1509371165333584
3.0,3.3486059226003997
3.5,3.204762805664774
4.5,3.0270569075024323
2.0,3.213369792349905
4.0,3.7307555640957135
3.5,3.024439570649962
2.5,3.656667383106961
3.0,3.2353645323969484
0.5,2.5968442192796695
3.0,3.3765126379991925
5.0,4.440245502507176
4.0,4.045853689835108
4.0,2.9426623233970237
2.0,3.1143705624368443
4.5,3.8412990097309545
4.5,3.8196724952381755
2.0,3.3385844334024055
3.0,2.6485443603038914
5.0,4.080487872102829
5.0,3.1857042789372114
1.0,2.5987579259629885
4.0,3.4848000651109845
3.0,2.642969672383638
4.0,3.6942661091604228
2.0,3.4965038070113894
2.0,3.6240472306445923
4.0,3.2708123486743337
3.0,3.793231585153973
4.5,3.7578303276913134
3.5,2.7456035393402516
2.0,3.03825937926061
3.5,3.893437599699225
2.0,2.761644527163808
4.0,4.133772422263813
4.0,3.7905652132502854
5.0,3.937628666279941
4.0,3.6471849788090194
1.0,2.9198033188574204
5.0,3.6118632547960363
1.5,2.0523404074729963
4.0,3.533435860890702
4.0,4.182586197146761
4.0,3.2363451349191847
4.0,3.283162586250111
4.5,3.633483978020005
3.0,3.286749927993728
2.0,3.8849683188943
3.0,3.9062391661037914
5.0,3.9683433724041652
1.5,2.702446005272501
5.0,3.5456204204855397
2.5,2.7731007585394
4.0,4.115748932396014
2.5,2.84250853635229
4.0,3.9868940684051166
4.0,4.281384809920974
5.0,4.154587821367119
4.0,3.419403442246134
5.0,4.685863786767915
2.5,3.8184101907883012
0.5,2.584450899995637
4.5,4.046497851681973
4.5,4.318788092122089
3.0,3.583285685592491
5.0,4.017848250232437
3.0,3.1341729160825746
2.0,2.878617451597179
2.5,4.066895953532149
2.5,3.7796724843055003
4.0,3.6777560413968815
3.0,3.67455340699223
3.0,2.720400037023934
1.0,2.4268644603970175
3.0,2.983305365601235
4.0,4.469853987461673
5.0,3.6527955699904915
3.5,3.199594883053737
1.0,3.0652708390570487
3.0,2.737424242211823
3.0,3.659384065330685
3.0,4.264913344664325
5.0,3.9390683351803397
2.0,3.050864104634643
3.5,3.750018479675353
4.5,4.252352935279503
2.0,3.0174964141847784
4.0,3.1669734640421336
4.0,3.988681220622359
4.5,3.9676321076535404
3.0,2.675947058702676
4.5,4.116456151256703
3.0,2.6380534190671243
3.5,3.529458868441989
5.0,3.6285690157896475
3.0,2.1161143318562523
3.0,3.2389580061414076
2.5,2.5127925305230594
4.0,4.229832038520273
5.0,4.343077146618967
4.0,3.7468329906027704
4.0,3.7408891240919417
5.0,3.993427505594288
2.0,2.8261781459938042
4.0,3.952175924212873
3.5,2.1960913378567817
3.5,3.479754739775854
2.5,3.403580496154744
3.0,3.711701449588873
3.0,2.077640899868888
5.0,4.3226378879336895
4.0,4.311428063956264
3.0,3.511166904356224
5.0,3.9574614736834013
5.0,4.595354717687305
2.0,2.628164311179853
3.0,3.7986835024449843
4.0,3.190665076723958
3.0,2.2077552496311506
2.0,3.3728061603679875
2.0,3.6566458479216664
5.0,4.037347267199315
3.0,3.1497485788125426
4.0,3.786901477593334
4.0,3.5677566192749772
3.0,3.75151702787469
3.5,3.0930126702117966
3.5,3.4847095147281886
4.0,3.86834497536736
4.0,3.497759835265814
3.0,3.2554365121981004
4.5,4.543117785922053
4.5,4.096914915843807
3.0,3.355452296730788
3.5,4.164349112281347
2.0,3.4211560204645224
3.0,3.9820624201158026
4.0,3.3246468751993894
2.5,2.8970080981064976
5.0,4.252472686484901
3.0,3.524592670734224
1.0,3.1639900359121116
2.5,2.547678239902813
5.0,4.323473849534987
2.0,3.0736675404603653
4.0,4.04080046018658
5.0,2.8309768207995463
3.0,3.205092847086307
4.5,3.8613788275074996
3.0,2.992057275023989
2.5,3.3229016928419193
0.5,3.246117623635957
4.0,3.288079224594596
4.0,3.1104880808697204
4.5,3.8444954313763153
4.0,3.8437184069114907
4.0,4.116557325639473
5.0,4.175908825670562
1.0,3.6259032870375045
3.0,3.987062297729032
2.5,2.146934332164078
5.0,3.8139125822354427
1.5,2.890678796932831
4.0,3.576118538071757
4.0,3.4373661289132285
4.0,3.4803106804378854
2.0,2.458776134121345
3.5,4.264571497851431
4.5,3.982643633181322
3.0,2.560899242618755
4.5,3.423048099260282
5.0,4.237193227056998
3.5,3.926195343954855
4.0,3.7686724592972745
4.5,3.622161316142321
5.0,4.246861966550636
4.0,3.6122185799470072
3.0,3.3351048334319553
3.0,4.076883573374451
4.5,3.4928918661039177
2.0,2.9892450842851925
2.5,3.5087928898874856
4.5,3.301347692555449
3.5,3.192125128914785
4.0,4.0443243855299436
3.5,4.3173971812182
3.0,3.2136425061159137
1.0,2.6260808164285185
4.0,3.630394646886559
5.0,4.432694686288175
4.0,4.0066038257338725
3.5,3.503879996454989
2.0,3.3875124775497922
5.0,4.438148937575358
2.0,3.257005713345563
3.0,3.518735944961065
4.0,4.1860895855888005
3.5,3.116953749117586
4.0,3.6000717694548388
1.0,2.5264561220132062
5.0,3.579357495727437
3.0,4.050954928024051
3.0,3.6562104312939554
4.0,3.9224515299838183
3.0,2.9407106911011835
4.0,4.309630721190154
2.0,3.1607866844560597
5.0,3.7957211663492214
3.5,3.2331473887968865
5.0,4.578719438876555
5.0,4.465598226445768
2.0,3.32943574071402
4.0,3.00672945401521
4.5,4.550751358319741
4.5,3.942736082528803
3.0,2.8740230602249643
5.0,3.6257610383963126
5.0,4.191834280267226
4.0,3.9656743648486756
4.0,3.312826395877649
4.0,3.563293858470283
0.5,2.1235744396349845
3.0,3.82523595502098
3.0,3.3657907429097267
4.5,4.571113342090738
1.5,2.447588580569259
5.0,3.5583150071507346
4.0,3.7704199646552277
4.0,3.4980982670018634
3.5,4.0800636616886
2.5,2.783256543925681
4.0,4.689446558102579
4.0,3.24692685715016
2.0,2.8981772994380544
5.0,3.8784405839037635
1.5,3.728723682663115
3.5,3.701418517838671
4.5,3.9227240915330177
3.5,3.90061788015455
4.0,4.220400240679816
4.0,4.324561225776275
3.5,3.6533222719591585
4.0,2.9274934619467263
4.0,2.975656625844621
4.5,4.20701940884716
4.5,4.548692323179371
4.0,3.553388579883598
4.5,3.995344139549328
4.0,3.171367852481184
4.0,4.22773954794489
4.0,3.8183940563898804
3.0,2.492654974935934
5.0,3.5071106169920347
2.0,3.3641296657790103
5.0,3.6459194022573547
3.5,3.9205644338831434
0.5,2.1511969467006566
3.0,3.3986225240375774
3.0,3.562056680193424
1.0,2.810928578512431
4.0,3.954982734239448
4.0,4.0368637706542545
3.0,3.507727570547214
4.0,3.3056525090944286
5.0,4.287669989450428
1.0,3.9611740698959963
5.0,3.2160137826654642
4.0,3.402050312104172
3.0,3.7230068183435705
4.5,4.475322226713137
2.5,3.0238208718867137
3.0,3.7252966894358113
2.0,3.0266319011614127
3.0,3.4046575230534426
3.5,3.3607713071430414
5.0,4.005114773535571
3.5,3.54933629083505
4.0,3.574646276038043
3.5,3.4463730238550547
3.0,3.6892005204907004
3.0,3.6682871804624657
1.0,2.1071234434453157
4.5,4.02155661175189
4.5,4.330011546086795
4.0,3.2981181354253875
3.5,3.556201789284436
3.5,3.170096455521929
4.0,2.888040319757315
4.0,4.265305159941214
2.0,3.3611943119212033
3.5,3.330009608485115
4.0,3.904056935481535
4.5,3.859281480704475
1.0,3.0528742162289038
5.0,3.3567828668907036
4.0,3.9262402950675366
3.5,3.633186257462505
5.0,3.130242470375825
3.0,3.461935986664819
1.0,3.7063132712125264
3.0,3.0341224390360906
4.5,3.762035706576286
3.0,3.63592893869609
2.5,3.4815892951568657
2.5,3.20785875661495
4.0,3.6720234189899355
5.0,3.7715766784606024
3.0,2.6815691681368112
3.0,3.6006007526018764
4.0,3.954529548035576
4.0,4.145183098917162
4.0,3.555841903953585
4.0,3.3701167431804797
2.5,2.660665501645475
4.5,3.775565329090173
5.0,4.2930280982398425
4.0,4.2283364913493315
4.0,3.815063505669692
3.0,4.053990569195489
3.5,3.996066401527922
4.5,4.270781717043175
4.0,3.9607188681210053
3.0,3.5902967081375854
4.0,3.819774633429736
3.5,3.5258656835203572
4.5,4.118266793460254
4.0,3.9613003638920903
4.0,3.7175897133097173
2.5,2.7544515727004684
0.5,2.5176583016783245
3.5,3.8090233011203463
2.5,3.2206288660410354
4.0,3.666952224172025
3.0,3.1498440145350015
2.0,2.7369425011719435
3.5,2.6872523734625466
3.0,3.682416700599283
3.0,3.098614060936097
3.0,3.4659804197861037
4.0,3.784667471711137
3.5,3.6681774830049028
4.0,3.0498257185676443
4.5,3.753465325715037
3.0,2.9206394317356748
5.0,3.9847959369282164
2.5,3.1249551084491434
4.0,4.254787134965059
4.0,3.672349789498867
2.0,3.1479081826920625
5.0,4.039297095914105
3.5,3.359936548517622
4.5,4.0779922984953485
4.0,3.2478574263415547
3.0,3.183754364840128
3.0,2.5316559735422075
3.0,3.948916521687431
3.5,3.667914408977612
2.0,2.629582533152372
3.0,4.032040685535766
5.0,3.899012427448021
3.5,3.3450543893673097
2.0,3.4286915190966814
3.0,2.985730634606805
3.0,3.1149733247085862
1.0,2.541550704515385
3.0,3.524223578095848
4.5,3.6121244718860868
3.0,3.6009234981114373
3.5,3.545491876258663
4.0,3.5538583269958055
4.0,3.612508358860657
3.0,3.2000963024516462
5.0,3.4864870915920507
4.0,4.248078207120414
2.5,3.5437690905993127
4.0,3.411858938372151
3.0,3.491138290133777
3.0,2.5806649529800927
4.0,3.6238240336334617
5.0,4.240871650047131
3.0,3.876872352260092
5.0,4.336444223255948
4.0,3.3746632777001353
2.0,3.639559080539447
3.0,3.105372857674499
5.0,3.6093828388491547
5.0,4.04665675799986
5.0,4.0550000779574455
3.5,3.540233742401347
4.5,3.928513549400172
2.0,2.5825487249758523
5.0,4.4997712785864845
3.5,3.2737732632370835
3.5,3.1021538017592944
4.0,3.363918986692282
2.0,2.846244421400972
3.5,3.6638481463521457
4.0,3.1513939816943424
3.5,3.026413662634708
2.5,2.8933189649126096
3.5,3.5532906074147586
4.0,3.97885825151439
4.5,3.79166713814723
3.0,3.1510955205537647
3.0,3.0118347474586513
3.0,3.332021757442042
5.0,3.4871029382730017
5.0,3.4994394730824165
2.0,2.824901648161318
4.0,4.02216389820967
4.0,3.6867088518889295
4.0,3.5572973187167007
4.0,3.2341437937808473
3.0,3.2780676590769033
3.5,3.971282466682396
4.5,2.764935450162023
3.5,3.0063900883488426
2.5,3.669300648793552
4.0,3.2308040677321443
3.0,2.872180390068036
3.0,3.892003350281937
4.0,3.922530845586776
4.0,3.6477675007034933
5.0,3.9019971020799518
3.0,3.1826085365085235
5.0,4.106343284716227
5.0,3.4659331844840953
4.0,4.161623307775087
3.5,3.7390366934075048
4.5,4.0094234767113495
4.0,3.181292508572059
3.0,3.550798304079251
1.5,2.8963695643909415
3.5,3.6602108243555658
3.0,2.889798194745949
4.0,4.205808788967196
4.0,4.011635439096552
